timestamp,road_id,road_name,road_type,latitude,longitude,vehicle_count,average_speed_kmph,speed_limit_kmph,lanes,occupancy,congestion,congestion_level,weather,hour,day_of_week,is_peak_hour,is_weekend
2024-05-14 13:46:00,RD_041,Road Segment 41,local,13.02407,80.132608,36,32.7,40,2,0.088,0,free,clear,13,1,0,0
2024-03-14 12:51:00,RD_048,Road Segment 48,arterial,13.157516,80.192204,18,29.5,50,2,0.186,0,moderate,fog,12,3,0,0
2024-01-12 02:10:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.960176,80.240887,45,40.2,60,4,0.068,0,free,rain,2,4,0,0
2024-05-13 06:10:00,RD_059,Road Segment 59,highway,12.874497,80.171903,28,68.5,80,2,0.246,0,free,clear,6,0,0,0
2024-03-06 05:02:00,RD_062,Road Segment 62,highway,12.975398,80.224295,197,20.1,40,6,0.447,0,moderate,drizzle,5,2,0,0
2024-02-13 17:51:00,RD_024,Road Segment 24,arterial,12.857484,80.163631,88,49.7,80,2,0.463,0,free,clear,17,1,1,0
2024-07-01 12:12:00,RD_027,Road Segment 27,arterial,12.885129,80.123435,424,12.0,60,6,0.817,1,heavy,fog,12,0,0,0
2024-08-02 00:55:00,RD_065,Road Segment 65,local,13.009706,80.221571,25,57.7,60,4,0.028,0,free,clear,0,4,0,0
2024-11-08 13:17:00,RD_031,Road Segment 31,arterial,13.146456,80.354169,137,53.3,80,4,0.329,0,free,clear,13,4,0,0
2024-05-07 14:20:00,RD_051,Road Segment 51,highway,12.871189,80.36037,19,23.4,40,2,0.016,0,moderate,fog,14,1,0,0
2024-02-12 11:02:00,RD_013,Cathedral Road,local,13.062472,80.247736,168,25.1,50,4,0.448,0,moderate,rain,11,0,0,0
2024-10-16 07:46:00,RD_065,Road Segment 65,local,13.009804,80.228749,303,11.0,60,4,1.0,1,heavy,fog,7,2,1,0
2024-05-22 11:25:00,RD_037,Road Segment 37,highway,12.994256,80.11695,41,49.6,60,2,0.093,0,free,clear,11,2,0,0
2024-09-27 13:37:00,RD_004,ECR (East Coast Road),highway,12.845593,80.253675,53,57.2,80,4,0.129,0,free,rain,13,4,0,0
2024-12-10 15:03:00,RD_060,Road Segment 60,arterial,12.9036,80.384472,107,38.3,80,2,0.65,0,moderate,clear,15,1,0,0
2024-07-29 06:17:00,RD_028,Road Segment 28,local,13.131862,80.318336,69,39.5,40,4,0.247,0,free,clear,6,0,0,0
2024-02-25 11:06:00,RD_063,Road Segment 63,arterial,13.194316,80.125708,285,41.5,80,6,0.539,0,moderate,clear,11,6,0,1
2024-11-23 21:46:00,RD_052,Road Segment 52,highway,13.024353,80.128746,0,33.1,50,2,0.149,0,free,rain,21,5,0,1
2024-11-20 08:19:00,RD_061,Road Segment 61,arterial,13.128724,80.158743,480,3.6,40,6,1.0,1,heavy,rain,8,2,1,0
2024-01-24 19:24:00,RD_058,Road Segment 58,arterial,13.094001,80.126101,152,15.0,40,2,0.886,1,moderate,clear,19,2,1,0
2024-01-27 04:34:00,RD_074,Road Segment 74,highway,12.987793,80.376718,1,39.0,50,6,-0.042,0,free,rain,4,5,0,1
2024-02-02 21:47:00,RD_007,Poonamallee High Road,arterial,13.049948,80.148688,210,32.4,60,4,0.703,0,moderate,clear,21,4,0,0
2024-01-29 00:57:00,RD_054,Road Segment 54,arterial,12.998689,80.163747,104,42.1,50,6,0.231,0,free,clear,0,0,0,0
2024-02-18 15:03:00,RD_055,Road Segment 55,highway,12.989938,80.303039,201,28.2,60,4,0.615,0,moderate,clear,15,6,0,1
2024-11-15 15:49:00,RD_026,Road Segment 26,local,12.999333,80.186821,239,20.2,50,4,0.693,0,moderate,clear,15,4,0,0
2024-08-13 07:39:00,RD_062,Road Segment 62,highway,12.969634,80.223148,241,20.7,40,6,0.472,0,moderate,clear,7,1,1,0
2024-05-18 13:44:00,RD_062,Road Segment 62,highway,12.970603,80.220273,128,31.1,40,6,0.311,0,free,clear,13,5,0,1
2024-01-17 14:17:00,RD_071,Road Segment 71,arterial,12.960562,80.392538,212,28.4,40,6,0.512,0,free,clear,14,2,0,0
2024-02-07 13:24:00,RD_066,Road Segment 66,highway,13.157065,80.12256,115,22.3,40,2,0.733,0,moderate,clear,13,2,0,0
2024-10-02 10:59:00,RD_063,Road Segment 63,arterial,13.195785,80.126994,353,24.1,80,6,0.723,1,moderate,rain,10,2,1,0
2024-09-21 15:58:00,RD_027,Road Segment 27,arterial,12.882954,80.132254,244,37.6,60,6,0.506,0,free,clear,15,5,0,1
2024-11-07 09:37:00,RD_033,Road Segment 33,highway,13.079779,80.308663,464,8.5,40,6,1.0,1,heavy,clear,9,3,1,0
2024-01-28 23:40:00,RD_068,Road Segment 68,local,12.990391,80.241567,5,79.2,80,2,0.027,0,free,clear,23,6,0,1
2024-02-12 02:51:00,RD_048,Road Segment 48,arterial,13.157627,80.187236,35,31.8,50,2,0.404,0,free,rain,2,0,0,0
2024-04-06 14:13:00,RD_070,Road Segment 70,local,12.997512,80.384643,107,44.3,80,2,0.621,0,moderate,clear,14,5,0,1
2024-12-11 15:20:00,RD_003,OMR (Old Mahabalipuram Road),arterial,12.920735,80.23447,167,25.8,60,4,0.545,0,moderate,rain,15,2,0,0
2024-12-25 13:01:00,RD_042,Road Segment 42,local,13.067222,80.340523,369,37.3,80,6,0.803,1,moderate,clear,13,2,0,0
2024-04-09 15:15:00,RD_074,Road Segment 74,highway,12.986153,80.382314,244,27.8,50,6,0.448,0,moderate,clear,15,1,0,0
2024-06-04 14:05:00,RD_021,Road Segment 21,local,13.075013,80.110023,24,46.3,60,2,0.269,0,free,clear,14,1,0,0
2024-02-09 02:16:00,RD_074,Road Segment 74,highway,12.987231,80.381059,156,40.2,50,6,0.216,0,free,clear,2,4,0,0
2024-10-24 01:07:00,RD_042,Road Segment 42,local,13.070074,80.338097,275,46.9,80,6,0.594,0,moderate,clear,1,3,0,0
2024-09-11 09:50:00,RD_042,Road Segment 42,local,13.071673,80.333774,480,16.2,80,6,0.96,1,heavy,rain,9,2,1,0
2024-10-31 04:57:00,RD_070,Road Segment 70,local,12.991748,80.389521,15,49.6,80,2,0.17,0,free,fog,4,3,0,0
2024-08-03 08:33:00,RD_047,Road Segment 47,local,13.153161,80.180594,37,49.7,50,6,0.214,0,free,clear,8,5,1,1
2024-05-24 23:34:00,RD_059,Road Segment 59,highway,12.873003,80.172095,28,50.0,80,2,0.132,0,free,rain,23,4,0,0
2024-09-02 15:04:00,RD_055,Road Segment 55,highway,12.989596,80.299282,142,39.9,60,4,0.547,0,free,clear,15,0,0,0
2024-12-05 18:05:00,RD_018,LB Road Adyar,local,13.003502,80.252518,312,7.5,50,4,0.924,1,heavy,rain,18,3,1,0
2024-11-11 07:36:00,RD_042,Road Segment 42,local,13.069363,80.337031,433,22.0,80,6,0.908,1,heavy,clear,7,0,1,0
2024-09-29 18:18:00,RD_020,Kamarajar Salai Marina,arterial,13.059096,80.27974,331,17.4,60,6,0.725,1,heavy,fog,18,6,1,1
2024-07-03 20:22:00,RD_001,Anna Salai (Mount Road),arterial,13.067267,80.2517,459,14.4,60,6,0.937,1,heavy,clear,20,2,1,0
2024-12-11 09:30:00,RD_050,Road Segment 50,local,13.018078,80.130221,290,12.4,60,4,0.922,1,heavy,rain,9,2,1,0
2024-02-22 12:07:00,RD_005,NH-16 (Chennai-Kolkata Highway),highway,13.150759,80.281117,152,77.3,100,6,0.29,0,free,clear,12,3,0,0
2024-01-18 20:24:00,RD_012,Sardar Patel Road,arterial,13.012441,80.219121,192,25.7,60,4,0.6,0,moderate,rain,20,3,1,0
2024-03-10 08:58:00,RD_049,Road Segment 49,arterial,13.116012,80.258437,156,24.9,40,6,0.362,0,free,fog,8,6,1,1
2024-09-12 17:26:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.962552,80.239477,267,20.4,60,4,0.759,1,moderate,clear,17,3,1,0
2024-05-06 12:41:00,RD_060,Road Segment 60,arterial,12.893038,80.372744,117,23.0,80,2,0.834,1,heavy,clear,12,0,0,0
2024-05-20 04:45:00,RD_053,Road Segment 53,highway,13.016012,80.267307,0,56.5,60,6,0.107,0,free,clear,4,0,0,0
2024-04-04 06:06:00,RD_065,Road Segment 65,local,13.004698,80.227685,54,56.1,60,4,0.142,0,free,clear,6,3,0,0
2024-09-23 04:42:00,RD_021,Road Segment 21,local,13.069255,80.108947,17,56.0,60,2,0.182,0,free,clear,4,0,0,0
2024-10-19 21:47:00,RD_078,Road Segment 78,highway,13.014347,80.399283,79,22.6,40,2,0.347,0,moderate,rain,21,5,0,1
2024-02-14 21:58:00,RD_042,Road Segment 42,local,13.069348,80.336377,364,29.1,80,6,0.763,1,moderate,clear,21,2,0,0
2024-05-26 00:30:00,RD_053,Road Segment 53,highway,13.018415,80.263972,51,51.4,60,6,0.082,0,free,clear,0,6,0,1
2024-06-03 02:23:00,RD_012,Sardar Patel Road,arterial,13.00105,80.218875,151,34.5,60,4,0.427,0,moderate,drizzle,2,0,0,0
2024-12-27 09:21:00,RD_037,Road Segment 37,highway,12.990198,80.119063,93,24.3,60,2,0.641,0,moderate,rain,9,4,1,0
2024-08-10 03:20:00,RD_063,Road Segment 63,arterial,13.190169,80.132556,81,66.7,80,6,0.065,0,free,clear,3,5,0,1
2024-09-09 22:04:00,RD_040,Road Segment 40,local,13.005105,80.270881,76,37.3,60,2,0.518,0,free,clear,22,0,0,0
2024-02-09 02:29:00,RD_011,Velachery Main Road,arterial,12.984409,80.220917,95,26.5,50,4,0.37,0,moderate,fog,2,4,0,0
2024-12-17 22:18:00,RD_027,Road Segment 27,arterial,12.881444,80.127976,167,50.0,60,6,0.295,0,free,clear,22,1,0,0
2024-10-19 18:28:00,RD_009,Inner Ring Road,ring,13.019963,80.210537,19,37.5,60,6,0.032,0,free,fog,18,5,1,1
2024-04-16 05:22:00,RD_007,Poonamallee High Road,arterial,13.051098,80.150193,239,24.3,60,4,0.724,0,moderate,clear,5,1,0,0
2024-06-23 08:45:00,RD_007,Poonamallee High Road,arterial,13.053212,80.14989,179,24.2,60,4,0.535,0,moderate,fog,8,6,1,1
2024-11-01 05:41:00,RD_024,Road Segment 24,arterial,12.86128,80.160871,53,39.2,80,2,0.379,0,moderate,rain,5,4,0,0
2024-01-16 00:20:00,RD_029,Road Segment 29,local,13.039649,80.344997,102,50.8,60,6,0.194,0,free,clear,0,1,0,0
2024-05-15 06:45:00,RD_023,Road Segment 23,highway,12.860253,80.127163,206,21.7,50,6,0.502,0,moderate,rain,6,2,0,0
2024-06-11 01:06:00,RD_019,100 Feet Road Vadapalani,arterial,13.046383,80.209296,4,66.3,60,4,0.011,0,free,clear,1,1,0,0
2024-06-15 20:17:00,RD_005,NH-16 (Chennai-Kolkata Highway),highway,13.153418,80.274511,107,69.3,100,6,0.269,0,free,drizzle,20,5,1,1
2024-06-11 01:47:00,RD_070,Road Segment 70,local,12.996408,80.388315,20,47.9,80,2,-0.036,0,moderate,fog,1,1,0,0
2024-02-26 18:53:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.959681,80.242359,312,10.6,60,4,1.0,1,heavy,rain,18,0,1,0
2024-02-09 03:15:00,RD_022,Road Segment 22,arterial,12.902574,80.13238,81,32.8,40,6,0.191,0,free,clear,3,4,0,0
2024-02-03 16:40:00,RD_037,Road Segment 37,highway,12.994147,80.120928,69,43.0,60,2,0.469,0,free,clear,16,5,0,1
2024-10-12 13:04:00,RD_050,Road Segment 50,local,13.018656,80.133364,15,52.9,60,4,0.065,0,free,clear,13,5,0,1
2024-02-23 11:40:00,RD_017,Usman Road T Nagar,local,13.042076,80.238686,121,31.1,40,4,0.354,0,free,clear,11,4,0,0
2024-08-31 03:52:00,RD_054,Road Segment 54,arterial,12.998283,80.162611,11,53.5,50,6,-0.099,0,free,clear,3,5,0,1
2024-11-04 23:18:00,RD_063,Road Segment 63,arterial,13.196962,80.130986,256,29.2,80,6,0.565,1,moderate,fog,23,0,0,0
2024-03-25 13:17:00,RD_063,Road Segment 63,arterial,13.195085,80.128843,284,32.4,80,6,0.579,0,moderate,rain,13,0,0,0
2024-05-28 23:54:00,RD_070,Road Segment 70,local,12.997999,80.388356,0,75.1,80,2,0.055,0,free,clear,23,1,0,0
2024-04-21 04:36:00,RD_069,Road Segment 69,arterial,12.9839,80.395532,20,60.7,60,4,-0.033,0,free,clear,4,6,0,1
2024-02-06 10:28:00,RD_068,Road Segment 68,local,12.99088,80.243938,152,16.3,80,2,0.987,1,heavy,fog,10,1,1,0
2024-02-01 00:00:00,RD_004,ECR (East Coast Road),highway,12.848574,80.250579,0,84.8,80,4,0.042,0,free,clear,0,3,0,0
2024-07-10 20:37:00,RD_007,Poonamallee High Road,arterial,13.050908,80.150912,299,18.8,60,4,0.961,1,moderate,clear,20,2,1,0
2024-02-19 05:23:00,RD_017,Usman Road T Nagar,local,13.041836,80.237271,212,10.5,40,4,0.649,1,heavy,fog,5,0,0,0
2024-08-03 10:26:00,RD_011,Velachery Main Road,arterial,12.979686,80.219516,109,29.1,50,4,0.287,0,moderate,rain,10,5,1,1
2024-09-25 04:08:00,RD_014,Nungambakkam High Road,local,13.053961,80.245649,1,48.0,50,4,0.059,0,free,clear,4,2,0,0
2024-08-08 22:58:00,RD_019,100 Feet Road Vadapalani,arterial,13.048221,80.205117,89,40.1,60,4,0.339,0,free,clear,22,3,0,0
2024-01-16 01:14:00,RD_012,Sardar Patel Road,arterial,13.006888,80.221874,14,60.8,60,4,0.061,0,free,clear,1,1,0,0
2024-04-27 01:05:00,RD_039,Road Segment 39,highway,12.898812,80.321385,0,57.4,60,6,0.014,0,free,clear,1,5,0,1
2024-02-12 04:11:00,RD_059,Road Segment 59,highway,12.870132,80.170669,53,59.7,80,2,0.244,0,free,clear,4,0,0,0
2024-10-03 07:42:00,RD_014,Nungambakkam High Road,local,13.063053,80.239783,198,27.6,50,4,0.566,0,moderate,clear,7,3,1,0
2024-04-09 11:08:00,RD_067,Road Segment 67,local,13.20169,80.346388,140,17.1,40,2,0.96,1,moderate,clear,11,1,0,0
2024-11-19 11:14:00,RD_062,Road Segment 62,highway,12.972405,80.222569,323,18.7,40,6,0.682,0,moderate,drizzle,11,1,0,0
2024-02-01 17:39:00,RD_011,Velachery Main Road,arterial,12.973667,80.222881,227,21.7,50,4,0.745,0,moderate,clear,17,3,1,0
2024-05-05 02:45:00,RD_073,Road Segment 73,local,12.88144,80.154131,84,26.8,40,6,0.164,0,free,rain,2,6,0,1
2024-05-21 04:22:00,RD_077,Road Segment 77,local,13.087426,80.190485,0,39.4,60,2,-0.046,0,free,fog,4,1,0,0
2024-08-20 04:03:00,RD_035,Road Segment 35,arterial,12.943943,80.377204,212,30.2,50,6,0.46,0,free,clear,4,1,0,0
2024-07-13 20:14:00,RD_067,Road Segment 67,local,13.19985,80.354355,0,44.4,40,2,-0.028,0,free,clear,20,5,1,1
2024-08-01 20:25:00,RD_059,Road Segment 59,highway,12.873416,80.176904,136,26.9,80,2,0.904,1,moderate,clear,20,3,1,0
2024-12-22 12:31:00,RD_069,Road Segment 69,arterial,12.981825,80.40149,120,49.4,60,4,0.353,0,free,clear,12,6,0,1
2024-05-17 18:14:00,RD_037,Road Segment 37,highway,12.980851,80.117536,105,28.8,60,2,0.614,0,moderate,clear,18,4,1,0
2024-03-03 08:22:00,RD_034,Road Segment 34,arterial,12.912172,80.318585,193,32.9,50,4,0.673,0,free,clear,8,6,1,1
2024-04-15 16:59:00,RD_075,Road Segment 75,local,12.865259,80.1204,55,52.1,60,4,0.235,0,free,clear,16,0,0,0
2024-09-06 12:33:00,RD_062,Road Segment 62,highway,12.973077,80.224231,200,26.7,40,6,0.412,0,free,clear,12,4,0,0
2024-03-31 06:25:00,RD_054,Road Segment 54,arterial,13.003266,80.16996,261,29.9,50,6,0.522,0,moderate,clear,6,6,0,1
2024-05-25 14:45:00,RD_023,Road Segment 23,highway,12.863288,80.124711,335,16.0,50,6,0.709,1,moderate,rain,14,5,0,1
2024-01-04 04:42:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.95846,80.239674,149,29.4,60,4,0.504,0,moderate,rain,4,3,0,0
2024-11-01 05:50:00,RD_061,Road Segment 61,arterial,13.134799,80.157358,416,11.3,40,6,0.87,1,heavy,clear,5,4,0,0
2024-10-24 03:32:00,RD_054,Road Segment 54,arterial,13.001786,80.166912,14,33.1,50,6,-0.003,0,free,fog,3,3,0,0
2024-04-20 09:05:00,RD_069,Road Segment 69,arterial,12.984518,80.396294,201,34.9,60,4,0.613,0,moderate,clear,9,5,1,1
2024-01-31 21:32:00,RD_031,Road Segment 31,arterial,13.148035,80.362433,115,43.7,80,4,0.308,0,moderate,rain,21,2,0,0
2024-07-05 08:23:00,RD_005,NH-16 (Chennai-Kolkata Highway),highway,13.154027,80.282289,422,25.2,100,6,0.968,1,heavy,rain,8,4,1,0
2024-06-06 16:33:00,RD_014,Nungambakkam High Road,local,13.057325,80.240272,248,25.9,50,4,0.8,1,moderate,clear,16,3,0,0
2024-11-30 12:06:00,RD_026,Road Segment 26,local,12.998809,80.181804,21,38.0,50,4,0.222,0,free,rain,12,5,0,1
2024-09-25 19:07:00,RD_022,Road Segment 22,arterial,12.902186,80.128129,374,15.0,40,6,0.76,1,moderate,drizzle,19,2,1,0
2024-01-28 03:32:00,RD_015,Arcot Road,local,13.050452,80.208731,5,52.6,50,4,-0.049,0,free,clear,3,6,0,1
2024-02-07 21:38:00,RD_052,Road Segment 52,highway,13.019504,80.123767,77,29.6,50,2,0.494,0,moderate,clear,21,2,0,0
2024-08-30 23:51:00,RD_034,Road Segment 34,arterial,12.910572,80.315141,34,44.9,50,4,0.081,0,free,clear,23,4,0,0
2024-06-11 15:39:00,RD_016,Patel Road T Nagar,local,13.036025,80.233842,233,21.0,40,4,0.756,0,moderate,clear,15,1,0,0
2024-12-29 13:26:00,RD_033,Road Segment 33,highway,13.082287,80.313143,0,24.6,40,6,0.011,0,free,fog,13,6,0,1
2024-08-03 12:36:00,RD_028,Road Segment 28,local,13.135704,80.318184,189,19.1,40,4,0.545,0,moderate,clear,12,5,0,1
2024-05-01 09:32:00,RD_005,NH-16 (Chennai-Kolkata Highway),highway,13.151693,80.279363,371,41.8,100,6,0.736,1,moderate,clear,9,2,1,0
2024-03-22 19:47:00,RD_035,Road Segment 35,arterial,12.940351,80.376212,287,28.1,50,6,0.498,0,moderate,clear,19,4,1,0
2024-10-24 09:01:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.961699,80.24047,309,18.4,60,4,0.989,1,moderate,clear,9,3,1,0
2024-03-21 02:21:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.958982,80.243531,152,46.9,60,4,0.465,0,free,clear,2,3,0,0
2024-12-01 05:05:00,RD_049,Road Segment 49,arterial,13.117859,80.264221,60,24.9,40,6,0.146,0,free,fog,5,6,0,1
2024-12-23 16:41:00,RD_023,Road Segment 23,highway,12.857308,80.126092,53,52.0,50,6,0.04,0,free,clear,16,0,0,0
2024-11-08 11:33:00,RD_041,Road Segment 41,local,13.026739,80.128246,87,15.3,40,2,0.548,1,moderate,fog,11,4,0,0
2024-05-04 15:30:00,RD_007,Poonamallee High Road,arterial,13.043933,80.14899,0,58.6,60,4,0.05,0,free,clear,15,5,0,1
2024-05-16 17:42:00,RD_064,Road Segment 64,highway,13.12872,80.132177,88,27.5,50,2,0.695,0,moderate,clear,17,3,1,0
2024-06-05 15:01:00,RD_055,Road Segment 55,highway,12.992279,80.298299,100,47.4,60,4,0.335,0,free,clear,15,2,0,0
2024-05-28 00:15:00,RD_070,Road Segment 70,local,12.995007,80.386467,0,77.5,80,2,-0.139,0,free,clear,0,1,0,0
2024-06-29 05:10:00,RD_006,Rajiv Gandhi Salai (IT Corridor),arterial,12.96195,80.240773,200,34.1,60,4,0.565,0,moderate,clear,5,5,0,1
2024-07-22 12:56:00,RD_001,Anna Salai (Mount Road),arterial,13.070318,80.255746,73,46.0,60,6,0.197,0,free,clear,12,0,0,0
2024-02-02 21:00:00,RD_033,Road Segment 33,highway,13.0797,80.309883,127,32.9,40,6,0.328,0,free,clear,21,4,0,0
2024-12-13 01:23:00,RD_024,Road Segment 24,arterial,12.857801,80.158631,4,74.8,80,2,0.001,0,free,drizzle,1,4,0,0
2024-01-24 09:35:00,RD_044,Road Segment 44,highway,13.19815,80.349941,469,9.9,40,6,0.954,1,heavy,clear,9,2,1,0
2024-01-12 09:25:00,RD_040,Road Segment 40,local,12.995678,80.276208,106,25.9,60,2,0.752,0,moderate,clear,9,4,1,0
2024-02-26 20:55:00,RD_053,Road Segment 53,highway,13.021245,80.264209,471,9.2,60,6,0.958,1,heavy,fog,20,0,1,0
2024-09-05 17:56:00,RD_066,Road Segment 66,highway,13.154085,80.125048,108,13.5,40,2,0.743,1,moderate,rain,17,3,1,0
2024-01-11 19:09:00,RD_001,Anna Salai (Mount Road),arterial,13.071968,80.258233,290,29.5,60,6,0.606,0,moderate,drizzle,19,3,1,0
2024-12-12 00:07:00,RD_027,Road Segment 27,arterial,12.884453,80.125184,151,42.3,60,6,0.39,0,free,drizzle,0,3,0,0
2024-06-23 03:36:00,RD_062,Road Segment 62,highway,12.976167,80.227833,0,35.5,40,6,0.01,0,free,clear,3,6,0,1
2024-12-11 22:00:00,RD_037,Road Segment 37,highway,12.991484,80.12234,107,28.9,60,2,0.809,0,moderate,clear,22,2,0,0
2024-10-11 21:48:00,RD_061,Road Segment 61,arterial,13.134033,80.156168,86,28.4,40,6,0.243,0,free,rain,21,4,0,0
2024-12-06 00:29:00,RD_080,Road Segment 80,highway,12.982998,80.1497,1,44.6,60,6,0.063,0,free,rain,0,4,0,0
2024-06-02 08:02:00,RD_064,Road Segment 64,highway,13.126366,80.133109,0,51.7,50,2,0.1,0,free,clear,8,6,1,1
2024-11-08 15:49:00,RD_029,Road Segment 29,local,13.04178,80.349232,154,43.0,60,6,0.355,0,free,drizzle,15,4,0,0
2024-04-27 07:38:00,RD_064,Road Segment 64,highway,13.132307,80.131526,31,42.3,50,2,0.271,0,free,clear,7,5,1,1
2024-12-17 20:39:00,RD_050,Road Segment 50,local,13.018465,80.131494,215,29.3,60,4,0.636,0,moderate,clear,20,1,1,0
2024-07-30 01:13:00,RD_008,Grand Southern Trunk Road,arterial,12.979256,80.112481,66,49.9,60,4,0.178,0,free,clear,1,1,0,0
2024-07-18 22:04:00,RD_027,Road Segment 27,arterial,12.883685,80.127741,237,23.8,60,6,0.564,1,moderate,fog,22,3,0,0
2024-02-15 10:13:00,RD_014,Nungambakkam High Road,local,13.05999,80.244754,320,7.3,50,4,1.0,1,heavy,clear,10,3,1,0
2024-09-04 00:52:00,RD_011,Velachery Main Road,arterial,12.984297,80.220785,0,35.1,50,4,-0.088,0,free,rain,0,2,0,0
2024-12-20 18:02:00,RD_064,Road Segment 64,highway,13.130295,80.130946,102,25.8,50,2,0.551,0,moderate,drizzle,18,4,1,0
2024-07-01 16:51:00,RD_017,Usman Road T Nagar,local,13.03758,80.238898,69,34.1,40,4,0.208,0,free,clear,16,0,0,0
2024-01-22 02:13:00,RD_040,Road Segment 40,local,13.000558,80.273944,2,43.4,60,2,0.049,0,free,rain,2,0,0,0
2024-11-24 05:24:00,RD_003,OMR (Old Mahabalipuram Road),arterial,12.92354,80.226682,153,30.1,60,4,0.517,0,moderate,rain,5,6,0,1
2024-09-11 17:05:00,RD_050,Road Segment 50,local,13.019374,80.133775,320,13.9,60,4,1.0,1,heavy,rain,17,2,1,0
2024-07-11 12:02:00,RD_015,Arcot Road,local,13.048859,80.207874,151,33.0,50,4,0.319,0,free,clear,12,3,0,0
2024-11-15 09:35:00,RD_040,Road Segment 40,local,13.002959,80.278761,160,16.2,60,2,1.0,1,heavy,clear,9,4,1,0
2024-12-22 14:33:00,RD_010,Outer Ring Road,ring,12.997135,80.150244,193,35.0,80,6,0.421,0,moderate,fog,14,6,0,1
2024-12-14 03:06:00,RD_048,Road Segment 48,arterial,13.159193,80.181155,30,43.5,50,2,0.248,0,free,clear,3,5,0,1
2024-12-26 18:23:00,RD_026,Road Segment 26,local,12.997855,80.185007,320,6.0,50,4,1.0,1,heavy,fog,18,3,1,0
2024-05-09 20:34:00,RD_061,Road Segment 61,arterial,13.138112,80.152428,480,8.1,40,6,0.951,1,heavy,clear,20,3,1,0
2024-04-21 02:51:00,RD_019,100 Feet Road Vadapalani,arterial,13.052544,80.206836,16,54.4,60,4,0.11,0,free,clear,2,6,0,1
2024-07-26 18:24:00,RD_075,Road Segment 75,local,12.862617,80.122718,320,12.7,60,4,0.984,1,heavy,clear,18,4,1,0
2024-10-01 19:04:00,RD_080,Road Segment 80,highway,12.98064,80.149015,480,15.1,60,6,0.967,1,heavy,clear,19,1,1,0
2024-10-07 10:31:00,RD_021,Road Segment 21,local,13.069572,80.10833,141,11.7,60,2,0.944,1,heavy,fog,10,0,1,0
2024-07-01 07:59:00,RD_052,Road Segment 52,highway,13.021662,80.120479,160,15.5,50,2,0.919,1,moderate,clear,7,0,1,0
2024-02-04 00:29:00,RD_072,Road Segment 72,highway,12.871675,80.276188,0,53.6,50,2,0.014,0,free,clear,0,6,0,1
2024-12-06 06:36:00,RD_008,Grand Southern Trunk Road,arterial,12.981317,80.111451,81,52.5,60,4,0.276,0,free,clear,6,4,0,0
2024-02-13 19:45:00,RD_034,Road Segment 34,arterial,12.904028,80.320124,260,20.0,50,4,0.736,1,moderate,clear,19,1,1,0
2024-09-03 10:53:00,RD_043,Road Segment 43,arterial,12.983564,80.272179,434,19.6,80,6,0.912,1,heavy,rain,10,1,1,0
2024-05-08 02:48:00,RD_031,Road Segment 31,arterial,13.148761,80.361848,13,80.6,80,4,0.068,0,free,clear,2,2,0,0
2024-05-26 22:39:00,RD_019,100 Feet Road Vadapalani,arterial,13.05844,80.206772,84,45.5,60,4,0.406,0,free,clear,22,6,0,1
2024-12-17 15:38:00,RD_030,Road Segment 30,local,13.101594,80.113336,89,26.5,50,4,0.29,0,moderate,fog,15,1,0,0
2024-06-09 14:41:00,RD_039,Road Segment 39,highway,12.898125,80.322197,149,33.0,60,6,0.324,0,moderate,rain,14,6,0,1
2024-07-02 14:19:00,RD_064,Road Segment 64,highway,13.133951,80.131022,88,29.1,50,2,0.556,0,moderate,clear,14,1,0,0
2024-06-10 16:50:00,RD_021,Road Segment 21,local,13.069538,80.108128,93,28.2,60,2,0.67,0,moderate,clear,16,0,0,0
2024-12-06 06:19:00,RD_038,Road Segment 38,arterial,13.022334,80.362483,130,31.7,80,2,0.8,1,moderate,drizzle,6,4,0,0
2024-07-25 13:00:00,RD_028,Road Segment 28,local,13.133961,80.316386,224,8.6,40,4,0.737,1,heavy,fog,13,3,0,0
2024-03-26 14:45:00,RD_070,Road Segment 70,local,13.000925,80.3834,91,30.9,80,2,0.547,1,moderate,fog,14,1,0,0
2024-12-30 18:56:00,RD_033,Road Segment 33,highway,13.081387,80.307568,380,7.5,40,6,0.836,1,heavy,drizzle,18,0,1,0
2024-03-19 23:23:00,RD_040,Road Segment 40,local,12.998514,80.272305,15,34.9,60,2,0.093,0,moderate,fog,23,1,0,0
2024-12-20 20:30:00,RD_074,Road Segment 74,highway,12.987656,80.382978,425,15.8,50,6,0.873,1,moderate,drizzle,20,4,1,0
2024-11-06 04:25:00,RD_062,Road Segment 62,highway,12.974952,80.222476,11,34.5,40,6,-0.002,0,free,drizzle,4,2,0,0
2024-06-27 14:58:00,RD_013,Cathedral Road,local,13.055432,80.251412,190,31.2,50,4,0.564,0,free,clear,14,3,0,0
2024-12-02 17:36:00,RD_013,Cathedral Road,local,13.058941,80.252488,320,11.3,50,4,0.993,1,heavy,drizzle,17,0,1,0
