hazard_id,road_id,road_name,latitude,longitude,hazard_type,severity,depth_cm,area_sqm,confidence_score,reported_at,repair_cost_inr,is_repaired
HZ_0439,RD_024,Road Segment 24,12.859407,80.162568,pothole,medium,3.1,3.44,0.92,2024-11-17 18:00,186,1
HZ_0440,RD_046,Road Segment 46,12.893856,80.23395,pothole,medium,17.0,1.66,0.73,2024-06-27 15:00,249,0
HZ_0441,RD_074,Road Segment 74,12.992235,80.387628,road_crack,low,,0.44,0.84,2024-05-25 05:00,43,1
HZ_0442,RD_056,Road Segment 56,13.008795,80.173383,road_crack,medium,,2.86,0.98,2024-10-03 09:00,134,0
HZ_0443,RD_056,Road Segment 56,13.010824,80.171656,pothole,medium,5.8,3.36,0.85,2024-12-14 07:00,208,0
HZ_0444,RD_076,Road Segment 76,13.083742,80.187473,road_collapse,medium,,3.77,0.76,2024-06-17 07:00,534,0
HZ_0445,RD_054,Road Segment 54,13.008065,80.15835,pothole,medium,6.1,2.1,0.64,2024-12-21 04:00,219,0
HZ_0446,RD_055,Road Segment 55,12.988229,80.305393,speed_breaker,medium,,0.76,0.77,2024-03-06 16:00,126,1
HZ_0447,RD_075,Road Segment 75,12.873537,80.11661,road_crack,medium,,2.56,0.83,2024-01-31 10:00,145,1
HZ_0448,RD_067,Road Segment 67,13.208708,80.346116,speed_breaker,low,,3.2,0.61,2024-01-04 21:00,13,1
HZ_0449,RD_009,Inner Ring Road,13.014952,80.201085,road_crack,medium,,0.76,0.72,2024-12-24 23:00,193,1
HZ_0450,RD_031,Road Segment 31,13.145607,80.358949,speed_breaker,medium,,3.89,0.67,2024-06-28 23:00,136,0
HZ_0451,RD_036,Road Segment 36,13.152596,80.334109,debris,medium,,0.84,0.95,2024-11-11 19:00,92,0
HZ_0452,RD_071,Road Segment 71,12.946441,80.398304,pothole,high,15.8,2.4,0.91,2024-09-02 19:00,445,0
HZ_0453,RD_026,Road Segment 26,12.998419,80.17928,waterlogging,low,,2.45,0.95,2024-08-31 04:00,73,0
HZ_0454,RD_063,Road Segment 63,13.199503,80.119494,waterlogging,low,,3.2,0.95,2024-02-19 21:00,113,1
HZ_0455,RD_072,Road Segment 72,12.859758,80.278433,road_crack,low,,0.72,0.95,2024-09-07 04:00,72,0
HZ_0456,RD_079,Road Segment 79,12.920833,80.180395,speed_breaker,medium,,1.7,0.99,2024-11-29 18:00,82,0
HZ_0457,RD_033,Road Segment 33,13.088412,80.308268,road_crack,medium,,2.95,0.84,2024-03-17 02:00,163,0
HZ_0458,RD_059,Road Segment 59,12.867953,80.165434,pothole,high,16.1,2.45,0.9,2024-09-24 21:00,450,1
HZ_0459,RD_074,Road Segment 74,12.984695,80.383939,oil_spill,medium,,0.45,0.7,2024-08-16 23:00,134,1
HZ_0460,RD_020,Kamarajar Salai Marina,13.05949,80.281233,oil_spill,medium,,2.46,0.96,2024-11-26 21:00,153,0
HZ_0461,RD_008,Grand Southern Trunk Road,12.980224,80.113535,road_crack,high,,3.88,0.81,2024-09-24 09:00,234,0
HZ_0462,RD_074,Road Segment 74,12.987702,80.390895,oil_spill,high,,0.46,0.9,2024-02-27 23:00,316,0
HZ_0463,RD_075,Road Segment 75,12.863631,80.125602,pothole,low,21.1,1.57,0.87,2024-05-04 21:00,91,0
HZ_0464,RD_059,Road Segment 59,12.878946,80.178584,road_crack,medium,,2.77,0.83,2024-04-29 01:00,145,0
HZ_0465,RD_053,Road Segment 53,13.018571,80.267848,speed_breaker,medium,,2.9,0.97,2024-01-11 04:00,116,0
HZ_0466,RD_034,Road Segment 34,12.908962,80.315379,road_crack,high,,1.67,0.95,2024-02-22 23:00,277,0
HZ_0467,RD_005,NH-16 (Chennai-Kolkata Highway),13.153683,80.285303,road_crack,medium,,0.45,0.95,2024-06-16 17:00,183,0
HZ_0468,RD_069,Road Segment 69,12.980096,80.388766,oil_spill,low,,0.58,0.62,2024-09-16 21:00,82,0
HZ_0469,RD_058,Road Segment 58,13.099372,80.131229,pothole,low,1.0,3.57,0.77,2024-11-04 20:00,128,0
HZ_0470,RD_033,Road Segment 33,13.087002,80.309381,pothole,medium,24.7,1.27,0.63,2024-06-28 06:00,185,0
HZ_0471,RD_065,Road Segment 65,12.998021,80.227329,speed_breaker,low,,1.85,0.73,2024-10-28 01:00,35,1
HZ_0472,RD_079,Road Segment 79,12.932344,80.185055,road_crack,low,,3.05,0.7,2024-07-04 10:00,63,0
HZ_0473,RD_035,Road Segment 35,12.948786,80.369863,pothole,high,18.2,1.22,0.75,2024-03-28 14:00,433,1
HZ_0474,RD_010,Outer Ring Road,12.997918,80.146275,speed_breaker,high,,3.94,0.62,2024-06-21 03:00,209,0
HZ_0475,RD_011,Velachery Main Road,12.972758,80.21803,pothole,medium,20.7,1.54,0.89,2024-07-03 20:00,198,0
HZ_0476,RD_058,Road Segment 58,13.0952,80.117791,road_collapse,low,,1.56,0.64,2024-11-18 02:00,213,0
HZ_0477,RD_042,Road Segment 42,13.067916,80.335018,speed_breaker,low,,3.7,0.81,2024-06-21 07:00,51,0
HZ_0478,RD_028,Road Segment 28,13.136568,80.326355,pothole,low,19.1,2.62,0.73,2024-08-13 22:00,111,1
HZ_0479,RD_014,Nungambakkam High Road,13.065147,80.24488,pothole,medium,14.9,3.24,0.76,2024-01-11 03:00,245,0
HZ_0480,RD_039,Road Segment 39,12.890537,80.327034,road_collapse,low,,2.01,0.72,2024-07-05 21:00,197,0
HZ_0481,RD_021,Road Segment 21,13.077843,80.111775,road_crack,low,,3.21,0.68,2024-02-15 08:00,34,0
HZ_0482,RD_066,Road Segment 66,13.158792,80.122605,pothole,low,21.5,3.2,0.82,2024-09-16 16:00,95,0
HZ_0483,RD_007,Poonamallee High Road,13.040514,80.146628,road_crack,medium,,2.39,0.97,2024-01-12 23:00,180,1
HZ_0484,RD_026,Road Segment 26,13.006955,80.178344,road_crack,high,,3.08,0.86,2024-08-22 16:00,254,0
HZ_0485,RD_049,Road Segment 49,13.119835,80.257312,pothole,low,9.3,1.74,0.83,2024-04-18 12:00,113,1
HZ_0486,RD_057,Road Segment 57,13.058292,80.173612,pothole,medium,11.4,3.92,0.72,2024-12-10 03:00,187,0
HZ_0487,RD_040,Road Segment 40,13.000424,80.270839,pothole,low,14.2,2.39,0.77,2024-12-23 11:00,103,1
HZ_0488,RD_034,Road Segment 34,12.910374,80.321488,speed_breaker,low,,0.78,0.76,2024-03-23 00:00,78,0
HZ_0489,RD_039,Road Segment 39,12.905601,80.315087,pothole,medium,5.5,3.49,0.76,2024-06-18 11:00,202,0
HZ_0490,RD_063,Road Segment 63,13.193006,80.123392,pothole,low,22.9,1.44,0.78,2024-11-12 08:00,100,0
HZ_0491,RD_024,Road Segment 24,12.864435,80.152728,debris,medium,,1.4,0.68,2024-07-23 03:00,109,1
HZ_0492,RD_056,Road Segment 56,13.007899,80.17649,pothole,high,7.3,2.84,0.65,2024-07-04 03:00,445,0
HZ_0493,RD_003,OMR (Old Mahabalipuram Road),12.910319,80.222421,speed_breaker,low,,3.97,0.82,2024-01-24 12:00,56,0
HZ_0494,RD_077,Road Segment 77,13.080878,80.18861,speed_breaker,low,,1.63,0.95,2024-04-13 15:00,30,0
HZ_0495,RD_037,Road Segment 37,13.000475,80.130199,pothole,medium,1.4,3.02,0.91,2024-08-06 23:00,203,1
HZ_0496,RD_017,Usman Road T Nagar,13.045391,80.236959,debris,medium,,1.59,0.9,2024-04-11 18:00,116,0
HZ_0497,RD_037,Road Segment 37,12.981154,80.116953,pothole,low,24.9,2.06,0.87,2024-01-22 02:00,108,0
HZ_0498,RD_075,Road Segment 75,12.85505,80.127738,road_crack,medium,,2.73,0.84,2024-03-17 11:00,193,0
HZ_0499,RD_018,LB Road Adyar,13.003778,80.2546,road_crack,high,,1.85,0.94,2024-05-25 22:00,231,0
HZ_0500,RD_014,Nungambakkam High Road,13.051849,80.247711,road_crack,medium,,3.44,0.76,2024-12-20 13:00,138,1
HZ_0501,RD_036,Road Segment 36,13.13697,80.332253,pothole,medium,15.8,2.97,0.82,2024-09-03 10:00,219,1
HZ_0502,RD_035,Road Segment 35,12.946076,80.38421,waterlogging,low,,0.85,0.91,2024-01-15 03:00,100,1
HZ_0503,RD_026,Road Segment 26,12.999006,80.180358,waterlogging,high,,3.5,0.94,2024-11-08 15:00,363,0
HZ_0504,RD_052,Road Segment 52,13.028773,80.117917,pothole,medium,16.9,1.13,0.81,2024-09-27 13:00,222,0
HZ_0505,RD_075,Road Segment 75,12.866249,80.12701,road_crack,medium,,0.86,0.68,2024-11-19 20:00,180,0
HZ_0506,RD_001,Anna Salai (Mount Road),13.072053,80.264522,pothole,low,23.5,1.62,0.72,2024-01-21 15:00,92,1
HZ_0507,RD_059,Road Segment 59,12.876925,80.173382,road_crack,medium,,1.43,0.74,2024-05-09 06:00,190,0
HZ_0508,RD_015,Arcot Road,13.053199,80.211088,road_crack,medium,,2.47,0.94,2024-11-11 17:00,182,1
HZ_0509,RD_003,OMR (Old Mahabalipuram Road),12.931417,80.219543,waterlogging,low,,0.88,0.72,2024-01-27 18:00,125,0
HZ_0510,RD_034,Road Segment 34,12.916952,80.325855,road_crack,low,,1.78,0.9,2024-11-20 23:00,51,1
HZ_0511,RD_019,100 Feet Road Vadapalani,13.050851,80.204461,pothole,high,9.4,2.95,0.73,2024-03-08 16:00,427,0
HZ_0512,RD_007,Poonamallee High Road,13.040926,80.151327,road_crack,medium,,2.04,0.69,2024-03-08 18:00,173,1
HZ_0513,RD_066,Road Segment 66,13.160922,80.123453,debris,medium,,2.66,0.67,2024-05-04 03:00,62,0
HZ_0514,RD_013,Cathedral Road,13.064171,80.244694,speed_breaker,medium,,1.27,0.65,2024-05-01 04:00,135,0
HZ_0515,RD_015,Arcot Road,13.037906,80.208185,pothole,medium,23.2,3.39,0.92,2024-01-28 01:00,227,0
HZ_0516,RD_037,Road Segment 37,12.987087,80.12743,pothole,medium,8.9,2.69,0.73,2024-09-09 11:00,191,0
HZ_0517,RD_048,Road Segment 48,13.154988,80.192489,debris,high,,0.74,0.98,2024-04-27 22:00,139,1
HZ_0518,RD_072,Road Segment 72,12.867862,80.279245,pothole,medium,16.1,3.06,0.69,2024-03-05 12:00,246,0
HZ_0519,RD_051,Road Segment 51,12.874094,80.365159,road_crack,low,,3.19,0.68,2024-02-26 09:00,47,1
HZ_0520,RD_009,Inner Ring Road,13.022678,80.210631,road_crack,medium,,0.31,0.74,2024-03-17 19:00,155,0
HZ_0521,RD_046,Road Segment 46,12.888939,80.237849,speed_breaker,low,,3.28,0.86,2024-04-07 18:00,56,1
HZ_0522,RD_001,Anna Salai (Mount Road),13.066981,80.264345,debris,high,,2.3,0.65,2024-08-01 17:00,185,1
HZ_0523,RD_046,Road Segment 46,12.880803,80.227999,pothole,high,24.4,0.77,0.74,2024-04-16 19:00,385,0
HZ_0524,RD_070,Road Segment 70,12.994013,80.383298,pothole,medium,1.5,1.9,0.96,2024-06-10 08:00,243,0
HZ_0525,RD_016,Patel Road T Nagar,13.036102,80.231656,debris,medium,,1.51,0.69,2024-11-07 03:00,97,1
HZ_0526,RD_018,LB Road Adyar,12.999265,80.256022,pothole,low,3.6,2.97,0.9,2024-09-02 09:00,96,0
HZ_0527,RD_008,Grand Southern Trunk Road,12.976857,80.111227,waterlogging,high,,0.64,0.74,2024-09-09 07:00,370,1
HZ_0528,RD_049,Road Segment 49,13.122295,80.270796,pothole,high,23.7,1.97,0.98,2024-11-18 23:00,386,0
HZ_0529,RD_022,Road Segment 22,12.890983,80.142257,debris,medium,,2.55,0.9,2024-11-17 05:00,78,0
HZ_0530,RD_050,Road Segment 50,13.013795,80.144654,waterlogging,low,,0.89,0.8,2024-05-16 05:00,112,1
HZ_0531,RD_024,Road Segment 24,12.854859,80.153026,speed_breaker,medium,,3.12,0.74,2024-04-11 20:00,138,0
HZ_0532,RD_027,Road Segment 27,12.880866,80.133204,pothole,low,16.6,3.41,0.8,2024-02-11 05:00,121,0
HZ_0533,RD_018,LB Road Adyar,12.996927,80.254182,debris,high,,1.29,0.95,2024-06-13 15:00,200,0
HZ_0534,RD_070,Road Segment 70,12.996683,80.380409,pothole,medium,12.5,2.76,0.86,2024-01-28 17:00,244,1
HZ_0535,RD_039,Road Segment 39,12.893848,80.319589,pothole,medium,5.3,0.42,0.64,2024-11-17 20:00,184,0
HZ_0536,RD_015,Arcot Road,13.04573,80.210495,pothole,low,13.3,0.32,0.74,2024-11-16 19:00,85,0
HZ_0537,RD_073,Road Segment 73,12.866959,80.161963,road_crack,high,,2.52,0.97,2024-10-26 17:00,268,0
HZ_0538,RD_055,Road Segment 55,12.978302,80.295816,pothole,high,21.2,2.89,0.66,2024-03-09 01:00,414,0
HZ_0539,RD_021,Road Segment 21,13.074327,80.108571,debris,high,,3.18,0.62,2024-09-24 05:00,192,0
HZ_0540,RD_051,Road Segment 51,12.872451,80.365797,speed_breaker,medium,,0.25,0.88,2024-11-20 08:00,82,1
HZ_0541,RD_006,Rajiv Gandhi Salai (IT Corridor),12.95607,80.24001,speed_breaker,high,,3.05,0.98,2024-01-22 17:00,244,0
HZ_0542,RD_077,Road Segment 77,13.086271,80.19105,debris,low,,3.76,0.9,2024-10-28 09:00,50,1
HZ_0543,RD_042,Road Segment 42,13.066576,80.339107,speed_breaker,low,,1.51,0.82,2024-11-07 00:00,15,0
HZ_0544,RD_001,Anna Salai (Mount Road),13.066277,80.257595,road_crack,high,,3.89,0.98,2024-01-05 08:00,296,0
HZ_0545,RD_029,Road Segment 29,13.046537,80.343894,pothole,medium,13.5,1.57,0.67,2024-09-23 05:00,250,0
HZ_0546,RD_002,GST Road,12.97053,80.18396,pothole,low,16.7,3.42,0.78,2024-11-10 02:00,138,0
HZ_0547,RD_036,Road Segment 36,13.145383,80.326554,pothole,low,6.9,3.77,0.89,2024-10-15 17:00,90,1
HZ_0548,RD_009,Inner Ring Road,13.022351,80.208408,waterlogging,low,,1.88,0.64,2024-05-11 08:00,93,0
HZ_0549,RD_066,Road Segment 66,13.158108,80.119075,pothole,high,24.7,1.62,0.95,2024-01-26 11:00,405,0
HZ_0550,RD_070,Road Segment 70,12.998706,80.393017,road_crack,low,,0.54,0.67,2024-05-29 23:00,37,0
HZ_0551,RD_056,Road Segment 56,13.011543,80.171527,road_crack,medium,,0.41,0.71,2024-12-05 18:00,180,1
HZ_0552,RD_047,Road Segment 47,13.164305,80.177845,debris,medium,,3.02,0.66,2024-10-10 13:00,67,1
HZ_0553,RD_049,Road Segment 49,13.117365,80.264828,oil_spill,low,,2.92,0.63,2024-07-01 14:00,67,1
HZ_0554,RD_054,Road Segment 54,12.999905,80.166401,road_crack,medium,,3.84,0.7,2024-12-16 11:00,190,0
HZ_0555,RD_054,Road Segment 54,12.987609,80.167004,road_crack,low,,2.29,0.77,2024-06-14 01:00,93,0
HZ_0556,RD_015,Arcot Road,13.04167,80.212862,pothole,low,17.7,3.44,0.78,2024-08-20 02:00,129,0
HZ_0557,RD_080,Road Segment 80,12.982955,80.143608,pothole,medium,5.9,0.19,0.73,2024-03-10 03:00,213,1
HZ_0558,RD_080,Road Segment 80,12.981126,80.141957,road_crack,high,,0.1,0.94,2024-04-09 14:00,235,0
HZ_0559,RD_050,Road Segment 50,13.025162,80.140918,road_crack,low,,3.25,0.87,2024-06-29 21:00,65,1
HZ_0560,RD_028,Road Segment 28,13.12925,80.32054,waterlogging,medium,,3.69,0.63,2024-06-10 14:00,228,0
HZ_0561,RD_072,Road Segment 72,12.868468,80.277155,pothole,medium,8.1,1.26,0.72,2024-02-11 06:00,212,0
HZ_0562,RD_038,Road Segment 38,13.01561,80.365206,speed_breaker,low,,2.32,0.74,2024-10-22 06:00,69,1
HZ_0563,RD_056,Road Segment 56,13.015951,80.175522,road_collapse,low,,3.57,0.79,2024-08-02 14:00,202,0
HZ_0564,RD_051,Road Segment 51,12.871299,80.372233,pothole,high,10.6,3.21,0.85,2024-05-26 21:00,404,0
HZ_0565,RD_052,Road Segment 52,13.015563,80.121512,pothole,low,23.0,3.25,0.62,2024-09-04 12:00,86,1
HZ_0566,RD_025,Road Segment 25,13.050404,80.348095,pothole,low,5.7,0.35,0.81,2024-07-23 04:00,144,0
HZ_0567,RD_028,Road Segment 28,13.131007,80.319217,pothole,low,13.9,0.63,0.69,2024-12-29 16:00,115,0
HZ_0568,RD_049,Road Segment 49,13.115247,80.274249,speed_breaker,high,,3.42,0.84,2024-05-25 15:00,200,0
HZ_0569,RD_067,Road Segment 67,13.202557,80.347999,pothole,low,7.8,1.98,0.76,2024-07-12 16:00,127,0
HZ_0570,RD_072,Road Segment 72,12.864664,80.276339,waterlogging,medium,,3.92,0.66,2024-04-04 12:00,199,0
HZ_0571,RD_016,Patel Road T Nagar,13.039643,80.234489,pothole,medium,17.3,1.79,0.66,2024-11-13 05:00,184,0
HZ_0572,RD_046,Road Segment 46,12.890517,80.228706,road_crack,medium,,2.15,0.93,2024-03-04 21:00,164,1
HZ_0573,RD_016,Patel Road T Nagar,13.043119,80.230688,speed_breaker,medium,,1.31,0.72,2024-12-11 21:00,105,0
HZ_0574,RD_064,Road Segment 64,13.130488,80.132422,speed_breaker,medium,,2.29,0.97,2024-10-11 22:00,103,0
HZ_0575,RD_001,Anna Salai (Mount Road),13.0717,80.261518,speed_breaker,low,,2.26,0.77,2024-01-20 11:00,55,0
HZ_0576,RD_045,Road Segment 45,12.892466,80.367954,pothole,low,12.7,3.53,0.88,2024-08-01 12:00,118,0
HZ_0577,RD_070,Road Segment 70,13.002418,80.38013,speed_breaker,low,,3.74,0.76,2024-11-13 10:00,55,1
HZ_0578,RD_012,Sardar Patel Road,12.995678,80.21663,pothole,low,1.4,1.9,0.77,2024-12-21 00:00,126,0
HZ_0579,RD_032,Road Segment 32,13.069903,80.210432,road_collapse,low,,0.69,0.8,2024-04-28 08:00,208,0
HZ_0580,RD_007,Poonamallee High Road,13.055243,80.154518,pothole,low,8.1,0.55,0.92,2024-02-04 13:00,123,0
HZ_0581,RD_025,Road Segment 25,13.060544,80.349265,road_crack,low,,1.11,0.72,2024-06-02 17:00,87,0
HZ_0582,RD_024,Road Segment 24,12.864537,80.157044,speed_breaker,medium,,0.81,0.84,2024-08-11 21:00,138,1
HZ_0583,RD_075,Road Segment 75,12.870908,80.130569,oil_spill,low,,0.26,0.75,2024-04-15 10:00,51,0
HZ_0584,RD_054,Road Segment 54,12.996607,80.167846,speed_breaker,low,,3.55,0.73,2024-03-12 03:00,44,1
HZ_0585,RD_052,Road Segment 52,13.016261,80.11576,debris,medium,,3.98,0.84,2024-02-05 14:00,115,1
HZ_0586,RD_001,Anna Salai (Mount Road),13.068547,80.253745,speed_breaker,medium,,1.66,0.63,2024-02-20 15:00,124,0
HZ_0587,RD_020,Kamarajar Salai Marina,13.056418,80.286778,speed_breaker,low,,3.88,0.73,2024-12-03 10:00,28,1
HZ_0588,RD_058,Road Segment 58,13.102918,80.106531,waterlogging,low,,0.37,0.77,2024-09-10 04:00,103,0
HZ_0589,RD_078,Road Segment 78,13.012878,80.387767,speed_breaker,high,,2.27,0.72,2024-02-17 02:00,224,0
HZ_0590,RD_066,Road Segment 66,13.157003,80.117181,pothole,low,11.4,0.54,0.61,2024-05-04 04:00,83,0
HZ_0591,RD_079,Road Segment 79,12.923876,80.180604,pothole,medium,23.2,3.7,0.92,2024-01-04 17:00,243,1
HZ_0592,RD_037,Road Segment 37,12.995391,80.113266,speed_breaker,medium,,3.16,0.66,2024-07-26 16:00,148,0
HZ_0593,RD_069,Road Segment 69,12.985548,80.390717,debris,medium,,2.72,0.64,2024-12-03 07:00,118,0
HZ_0594,RD_003,OMR (Old Mahabalipuram Road),12.918403,80.227573,pothole,low,20.7,3.7,0.93,2024-10-17 07:00,118,0
HZ_0595,RD_040,Road Segment 40,13.002758,80.273679,pothole,low,1.7,1.26,0.71,2024-06-29 02:00,107,0
HZ_0596,RD_074,Road Segment 74,12.996313,80.387677,pothole,medium,14.4,2.26,0.8,2024-02-25 12:00,212,0
HZ_0597,RD_080,Road Segment 80,12.97311,80.156346,debris,medium,,2.06,0.85,2024-01-05 16:00,98,0
HZ_0598,RD_053,Road Segment 53,13.017461,80.264763,oil_spill,high,,3.42,0.87,2024-10-13 12:00,326,0
HZ_0599,RD_066,Road Segment 66,13.153308,80.116253,pothole,low,7.3,0.86,0.98,2024-10-30 08:00,108,1
HZ_0600,RD_019,100 Feet Road Vadapalani,13.045053,80.209498,pothole,medium,16.1,2.58,0.65,2024-01-03 19:00,208,0
HZ_0601,RD_044,Road Segment 44,13.190421,80.359472,pothole,medium,1.7,3.63,0.92,2024-12-31 21:00,188,0
HZ_0602,RD_063,Road Segment 63,13.189219,80.126753,pothole,low,9.2,0.66,0.73,2024-11-26 05:00,103,1
HZ_0603,RD_010,Outer Ring Road,12.997276,80.15236,pothole,high,24.7,1.52,0.78,2024-12-03 08:00,409,0
HZ_0604,RD_055,Road Segment 55,12.98613,80.306651,waterlogging,high,,3.44,0.68,2024-07-23 05:00,385,0
HZ_0605,RD_066,Road Segment 66,13.16114,80.12494,road_collapse,low,,3.33,0.62,2024-06-13 23:00,239,0
HZ_0606,RD_019,100 Feet Road Vadapalani,13.047265,80.20417,pothole,high,3.8,2.49,0.79,2024-06-30 18:00,415,0
HZ_0607,RD_053,Road Segment 53,13.012855,80.259328,road_crack,low,,2.2,0.62,2024-12-06 07:00,52,1
HZ_0608,RD_007,Poonamallee High Road,13.045353,80.149379,pothole,high,22.4,0.46,0.82,2024-10-14 07:00,408,1
HZ_0609,RD_012,Sardar Patel Road,13.01111,80.224855,pothole,low,2.5,0.47,0.78,2024-06-24 08:00,123,1
HZ_0610,RD_018,LB Road Adyar,12.991435,80.267283,debris,medium,,1.87,0.67,2024-09-08 09:00,83,0
HZ_0611,RD_027,Road Segment 27,12.874888,80.142063,road_crack,high,,0.33,0.64,2024-10-03 14:00,237,1
HZ_0612,RD_068,Road Segment 68,12.993102,80.243466,speed_breaker,low,,0.97,0.64,2024-08-12 16:00,17,0
HZ_0613,RD_044,Road Segment 44,13.188383,80.358413,debris,low,,1.7,0.62,2024-08-06 00:00,67,0
HZ_0614,RD_055,Road Segment 55,12.995694,80.29687,pothole,medium,5.3,3.03,0.93,2024-10-06 03:00,208,1
HZ_0615,RD_035,Road Segment 35,12.943122,80.38511,road_crack,medium,,2.84,0.94,2024-03-08 13:00,160,0
HZ_0616,RD_062,Road Segment 62,12.969186,80.217602,road_crack,medium,,0.69,0.84,2024-06-13 14:00,144,1
HZ_0617,RD_033,Road Segment 33,13.085358,80.312952,road_crack,high,,0.61,0.74,2024-11-23 13:00,289,0
HZ_0618,RD_006,Rajiv Gandhi Salai (IT Corridor),12.951655,80.232444,debris,high,,3.86,0.76,2024-09-05 18:00,181,0
HZ_0619,RD_077,Road Segment 77,13.08212,80.191558,pothole,low,20.6,3.99,0.98,2024-11-08 15:00,88,0
HZ_0620,RD_002,GST Road,12.974731,80.188839,debris,medium,,0.2,0.67,2024-05-19 15:00,98,1
HZ_0621,RD_066,Road Segment 66,13.15979,80.121276,speed_breaker,medium,,1.71,0.96,2024-04-25 04:00,139,0
HZ_0622,RD_053,Road Segment 53,13.020537,80.268402,road_crack,medium,,0.95,0.67,2024-08-10 17:00,169,0
HZ_0623,RD_041,Road Segment 41,13.023984,80.121389,speed_breaker,low,,2.53,0.94,2024-05-06 04:00,63,0
HZ_0624,RD_037,Road Segment 37,12.988085,80.118074,pothole,medium,15.0,2.3,0.64,2024-05-28 00:00,180,1
HZ_0625,RD_058,Road Segment 58,13.105193,80.128523,road_crack,low,,3.93,0.88,2024-12-24 02:00,68,1
HZ_0626,RD_018,LB Road Adyar,12.99306,80.256716,pothole,low,23.4,3.15,0.77,2024-04-18 20:00,119,0
HZ_0627,RD_073,Road Segment 73,12.889841,80.151371,debris,high,,3.12,0.69,2024-10-20 00:00,152,0
HZ_0628,RD_014,Nungambakkam High Road,13.058097,80.241453,pothole,medium,18.3,2.27,0.63,2024-05-18 06:00,230,0
HZ_0629,RD_079,Road Segment 79,12.926436,80.178207,road_collapse,medium,,1.23,0.94,2024-02-15 12:00,540,1
HZ_0630,RD_019,100 Feet Road Vadapalani,13.054052,80.210969,waterlogging,high,,0.43,0.75,2024-08-28 23:00,349,0
HZ_0631,RD_050,Road Segment 50,13.016922,80.134268,debris,medium,,0.59,0.68,2024-09-13 17:00,106,0
HZ_0632,RD_046,Road Segment 46,12.888526,80.233894,road_crack,low,,2.3,0.83,2024-03-10 18:00,97,1
HZ_0633,RD_068,Road Segment 68,12.996664,80.248974,speed_breaker,medium,,1.8,0.96,2024-09-07 05:00,127,0
HZ_0634,RD_002,GST Road,12.971799,80.1834,road_crack,high,,1.72,0.96,2024-10-04 20:00,232,0
HZ_0635,RD_051,Road Segment 51,12.867718,80.366015,pothole,medium,13.1,1.47,0.85,2024-12-27 17:00,211,0
HZ_0636,RD_011,Velachery Main Road,12.976389,80.220429,pothole,medium,2.6,3.78,0.82,2024-06-19 00:00,220,1
HZ_0637,RD_028,Road Segment 28,13.131964,80.318865,pothole,low,14.1,3.52,0.7,2024-01-18 13:00,129,1
HZ_0638,RD_002,GST Road,12.970375,80.190109,road_crack,low,,0.26,0.85,2024-01-24 20:00,75,0
HZ_0639,RD_044,Road Segment 44,13.184498,80.358427,speed_breaker,medium,,0.42,0.65,2024-02-22 12:00,144,0
HZ_0640,RD_015,Arcot Road,13.055502,80.216295,pothole,low,10.0,3.51,0.88,2024-01-03 03:00,111,1
HZ_0641,RD_061,Road Segment 61,13.140399,80.163169,road_crack,high,,1.15,0.96,2024-01-29 08:00,259,1
HZ_0642,RD_004,ECR (East Coast Road),12.850579,80.248774,speed_breaker,medium,,1.75,0.62,2024-05-31 21:00,144,0
HZ_0643,RD_080,Road Segment 80,12.982759,80.147795,pothole,medium,2.7,1.86,0.76,2024-10-14 18:00,227,0
HZ_0644,RD_008,Grand Southern Trunk Road,12.980451,80.112211,pothole,medium,10.5,1.25,0.95,2024-11-22 01:00,189,1
HZ_0645,RD_034,Road Segment 34,12.901218,80.310342,waterlogging,medium,,2.34,0.63,2024-01-16 23:00,226,0
HZ_0646,RD_076,Road Segment 76,13.080103,80.194081,speed_breaker,high,,2.32,0.62,2024-12-31 15:00,215,0
HZ_0647,RD_067,Road Segment 67,13.206839,80.351087,pothole,medium,15.7,0.97,0.92,2024-11-05 08:00,181,0
HZ_0648,RD_067,Road Segment 67,13.198513,80.352752,road_crack,low,,2.56,0.87,2024-07-23 10:00,41,1
HZ_0649,RD_061,Road Segment 61,13.129125,80.15404,pothole,high,23.7,2.8,0.64,2024-03-12 10:00,440,0
HZ_0650,RD_051,Road Segment 51,12.867552,80.358374,pothole,low,17.6,1.78,0.66,2024-09-05 13:00,93,1
HZ_0651,RD_025,Road Segment 25,13.06455,80.343642,pothole,medium,9.0,1.5,0.75,2024-11-02 09:00,205,0
HZ_0652,RD_054,Road Segment 54,13.004721,80.165542,waterlogging,medium,,3.28,0.7,2024-04-08 18:00,220,1
HZ_0653,RD_025,Road Segment 25,13.062021,80.343643,pothole,high,24.0,0.48,0.92,2024-10-13 05:00,450,0
HZ_0654,RD_026,Road Segment 26,12.999828,80.189263,road_crack,low,,2.51,0.75,2024-12-25 10:00,65,1
HZ_0655,RD_077,Road Segment 77,13.078695,80.187391,speed_breaker,high,,2.73,0.62,2024-04-14 02:00,206,1
HZ_0656,RD_046,Road Segment 46,12.888919,80.238981,debris,low,,0.61,0.78,2024-12-14 17:00,28,0
HZ_0657,RD_058,Road Segment 58,13.094528,80.115437,pothole,high,13.2,2.12,0.99,2024-08-05 10:00,382,1
HZ_0658,RD_038,Road Segment 38,13.013602,80.362947,pothole,medium,23.9,0.61,0.97,2024-07-22 07:00,181,0
